Player;Age;Tm;TS%;FTr;TRB%;AST%;STL%
Danny Young;29;POR;0,487;0,35;3,7;19,8;2,2
Tom Copa;27;SAS;0,525;0,325;14,9;3,3;0,8
Bob McCann;27;DET;0,387;0,394;13,1;6,6;2,4
David Rivers;27;LAC;0,431;0,367;8,7;22,6;2,9
Jud Buechler;23;GSW;0,379;0,364;12,7;9,6;3,5
Jeff Sanders;26;ATL;0,48;0,2;11,8;10,9;2,1
Randy Wittman;32;IND;0,428;0,105;4,3;11,9;0,8
Anthony Cook;24;DEN;0,615;0,24;15,9;2,5;2,1
Isaac Austin;22;UTA;0,515;0,652;17,6;6,7;0,9
Tom Garrick;25;MIN;0,397;0,242;4,4;21,4;3,2
Stojko Vrankovic;28;BOS;0,496;0,375;14;6;0
Tim McCormick;29;NYK;0,497;0,636;18;11,8;1
Ralph Sampson;31;WSB;0,348;0,207;15,2;4,8;1,4
LeRon Ellis;22;LAC;0,368;0,38;13;1,4;2,9
Quintin Dailey;31;SEA;0,352;0,432;7,1;5,4;2,6
Sherman Douglas;25;MIA;0,543;0,226;3,4;29,5;2
Morlon Wiley;25;ORL;0,348;0,179;4,3;20,1;2,2
Les Jepsen;24;SAC;0,433;0,458;18,6;1,6;0,6
James Donaldson;34;NYK;0,318;0,111;13,4;3,2;0
Mike Sanders;31;IND;0,548;0,273;5,5;18,3;1,2
Keith Owens;22;LAL;0,357;0,313;10,7;5,4;3,2
Cliff Robinson;31;LAL;0,475;0,296;13,9;17,4;3,3
Stephen Thompson;23;SAC;0,386;0,235;12,8;13,7;3,8
Mark Randall;24;CHI;0,509;0,364;7,8;13,6;0
Elliot Perry;22;LAC;0,409;0,133;5,9;28,2;6,8
Bobby Phills;22;CLE;0,472;0,393;6,9;9;2,3
Kennard Winchester;25;NYK;0,525;0,37;13,4;19,3;1,6
Tom Garrick;25;DAL;0,28;0,118;5,1;37,2;6,5
Gerald Henderson;36;DET;0,517;0,238;5,5;11,9;2,5
Albert King;32;WSB;0,462;0,267;10,2;12,8;2,5
Demetrius Calip;22;LAL;0,285;0,167;4,9;28,2;0,9
Greg Grant;25;CHH;0,056;0,25;3,8;34,6;6,6
John Morton;24;CLE;0,439;0,75;7,2;11,4;0,9
Jaren Jackson;24;GSW;0,507;0,261;10,1;7,5;1,7
Chucky Brown;23;CLE;0,555;0,8;6,7;7,8;3
Lanard Copeland;26;LAC;0,335;0,087;8,1;14,9;2,1
Kenny Battle;27;GSW;0,61;0,308;8,3;11,2;1
Tony Massenburg;24;BOS;0,465;0,444;10,8;0;0
Kenny Battle;27;BOS;0,931;2;10,8;0;1,1
Steve Scheffler;24;DEN;0,622;0,857;12,9;0;3,2
Tharon Mayes;23;LAC;0,589;1,2;1,4;9,4;2,5
Dave Hoppen;27;PHI;0,395;1,429;14,3;6,6;0
Bob Hansen;31;SAC;0,444;0;5,4;3,4;1,2
Sean Higgins;23;SAS;0,415;0,467;12,1;15;2,8
Milos Babic;23;MIA;0,545;0,615;17,6;26,4;1,4
Gerald Henderson;36;HOU;0,44;0,545;3,3;20,8;0
Travis Mays;23;ATL;0,571;0,143;3,3;4,5;0
Michael Ansley;24;PHI;0,55;0,545;7,2;9,6;0
Carl Thomas;22;SAC;0,466;0,167;0;4,7;1,6
Jerome Lane;25;IND;0,393;1,2;33,2;17,2;0
Jud Buechler;23;NJN;0,5;0;3,7;9,3;3,4
Dave Popson;27;MIL;0,444;0,286;11;16;3,9
Ron Grandison;27;CHH;0,595;2,5;23,7;4,8;1,9
Myron Brown;22;MIN;0,75;0;7,2;38,6;2,2
Tony Massenburg;24;GSW;0,669;1,125;29,8;0;0
Rex Chapman;24;WSB;0,417;0;10;22;2,2
Rory Sparrow;33;CHI;0,188;0;3,2;25,7;0
Lamont Strothers;23;POR;0,363;0,333;3,2;9,2;2,9
Kennard Winchester;25;HOU;0,333;0;0;0;0
Steve Scheffler;24;SAC;0,97;3;10,8;0;0
Stephen Thompson;23;ORL;0,333;0;3,7;8,9;0
Patrick Eddie;24;NYK;0,222;0;4,4;0;0
Morlon Wiley;25;SAS;0,6;0;4,2;12,3;0
Gary Leonard;24;ATL;0,727;0,333;20,4;13,5;3,8
Tony Massenburg;24;CHH;0,129;0,667;16,5;0;3,6
Michael Ansley;24;CHH;0,429;0;8,3;0;0
Derek Strong;23;WSB;0,26;1;22,8;9,8;0
Dennis Hopson;26;CHI;0,5;0;0;0;5,1
Chuck Nevitt;32;CHI;0,333;0;6,4;13,8;0
Carlton McKinney;27;NYK;0,222;0;6,4;0;0
Tony Massenburg;24;SAS;0,2;0;0;0;0
Joao Vianna;25;DAL;0,5;0;0;32,7;0
Jon Sundvold;30;MIA;0,5;0;0;35,9;0
Bob Thornton;29;UTA;0,254;0,286;18,8;0;0
Larry Robinson;24;BOS;0,2;0;18,3;22,9;0
Jerome Lane;25;MIL;0,798;2;38,1;0;0
Mike Smrek;29;GSW;;;18,2;0;0
Dan Godfread;24;HOU;;;0;0;0
Winston Bennett;26;MIA;0,5;0;27,9;0;0
Billy Thompson;28;GSW;;;0;0;0
Steve Bardo;23;SAS;;;54,6;0;0
Cedric Hunter;27;CHH;;;0;0;0
Larry Johnson;23;CHH;0,574;0,316;14;15,9;0,8
Hakeem Olajuwon;30;HOU;0,577;0,356;18,7;15,8;2,4
David Robinson;27;SAS;0,569;0,568;17,1;15;2
Dan Majerle;27;PHO;0,573;0,238;6,7;13,4;2,1
Reggie Lewis;27;BOS;0,529;0,267;6,3;14,3;1,9
Scottie Pippen;27;CHI;0,51;0,264;11,5;24;2,9
Mark Jackson;27;LAC;0,548;0,317;6,9;31,1;2,1
Doug West;25;MIN;0,559;0,237;4,8;13,6;1,4
Karl Malone;29;UTA;0,612;0,579;16,9;16,9;2
Detlef Schrempf;30;IND;0,571;0,602;13,8;23,2;1,3
Joe Dumars;29;DET;0,555;0,273;2,6;16,4;1,3
Scott Skiles;28;ORL;0,581;0,364;5,3;34,8;1,4
Glen Rice;25;MIA;0,534;0,223;7,9;9,9;1,5
Shaquille O'Neal;20;ORL;0,584;0,553;20,6;8,5;1
Michael Jordan;29;CHI;0,564;0,284;9,8;25,2;3,7
Dikembe Mutombo;26;DEN;0,567;0,63;18,7;6,8;0,7
Patrick Ewing;30;NYK;0,546;0,359;18,2;9,2;1,3
Chuck Person;28;MIN;0,495;0,135;8,7;19,6;1,1
Hersey Hawkins;26;PHI;0,593;0,416;6,3;17,1;2,2
Ron Harper;29;LAC;0,523;0,332;7,9;17;2,9
Reggie Miller;27;IND;0,617;0,407;4,8;13,4;2
Isiah Thomas;31;DET;0,488;0,3;4,4;35,6;2,2
Nick Anderson;25;ORL;0,524;0,304;9,2;14,7;2,2
Sedale Threatt;31;LAL;0,55;0,209;5,4;29,8;2,4
Terry Porter;29;POR;0,577;0,35;6;21,7;1,7
Kevin Willis;30;ATL;0,531;0,246;19,9;8,9;1,2
John Stockton;30;UTA;0,584;0,408;4,7;49,8;3,5
Jeff Hornacek;29;PHI;0,553;0,233;6,5;31,6;2,2
Charles Barkley;29;PHO;0,596;0,423;18,1;21,2;2
Muggsy Bogues;28;CHH;0,503;0,23;5,6;32,5;2,7
Christian Laettner;23;MIN;0,564;0,521;15,1;13,4;1,9
Mookie Blaylock;25;ATL;0,515;0,175;5,5;33,6;3,5
A,C, Green;29;LAL;0,603;0,531;14,4;5,9;1,6
Tom Gugliotta;23;WSB;0,472;0,248;15,7;16,6;2,4
Danny Manning;26;LAC;0,565;0,351;10,4;11,7;1,9
Derrick Coleman;25;NJN;0,54;0,425;16,9;16,1;1,7
Larry Nance;33;CLE;0,587;0,254;13,9;12,1;1
LaPhonso Ellis;22;DEN;0,549;0,331;14,3;8,2;1,3
Horace Grant;27;CHI;0,534;0,339;15,3;10,1;1,7
Latrell Sprewell;22;GSW;0,541;0,292;5,5;15,2;2,2
Dale Ellis;32;SAS;0,579;0,18;6,5;6,2;1,4
Blue Edwards;27;MIL;0,569;0,277;8,1;12,5;2,4
Grant Long;26;MIA;0,532;0,403;11,9;10,5;1,9
Reggie Williams;28;DEN;0,517;0,254;8,3;16,7;2,2
Mahmoud Abdul-Rauf;23;DEN;0,515;0,165;4,4;20,8;1,5
Brad Daugherty;27;CLE;0,635;0,54;15,5;17,3;1
Harvey Grant;27;WSB;0,523;0,261;8,7;12,3;1,3
Micheal Williams;26;MIN;0,579;0,584;6,2;39,2;3,2
Drazen Petrovic;28;NJN;0,605;0,319;3,9;15,3;1,8
Clarence Weatherspoon;22;PHI;0,519;0,387;12;8,9;1,6
Dominique Wilkins;33;ATL;0,57;0,396;10,1;14,9;1,3
Alonzo Mourning;22;CHH;0,586;0,567;16,4;4,3;0,5
Tim Hardaway;26;GSW;0,534;0,314;5,6;39,8;2,1
Sean Elliott;24;SAS;0,566;0,367;7,1;15,4;1,3
Shawn Kemp;23;SEA;0,547;0,48;18,8;8,8;2,3
Clifford Robinson;26;POR;0,517;0,311;11,5;11,8;1,8
Craig Ehlo;31;CLE;0,566;0,153;9;13,9;2,1
Jeff Malone;31;UTA;0,538;0,23;3,9;8,2;0,8
Tyrone Corbin;30;UTA;0,551;0,285;11,6;9,8;2,1
Gary Payton;24;SEA;0,529;0,204;6,4;22,7;3,5
Kevin Gamble;27;BOS;0,562;0,164;5,5;12,8;1,7
Vlade Divac;24;LAL;0,542;0,416;16,5;13,6;2,5
Lionel Simmons;24;SAC;0,508;0,345;11;18,8;1,8
Michael Adams;30;WSB;0,543;0,333;5,4;30,6;2
Buck Williams;32;POR;0,545;0,405;15,1;4,1;1,6
B,J, Armstrong;25;CHI;0,57;0,185;3,4;18,6;1,4
Anthony Mason;26;NYK;0,549;0,464;14,3;10,1;0,9
Ken Norman;28;LAC;0,53;0,226;12,8;9,6;1,2
John Starks;27;NYK;0,519;0,276;4,6;27,3;1,9
Rod Strickland;26;POR;0,543;0,467;7,4;33;2,6
Terry Davis;25;DAL;0,484;0,326;15,4;4,3;0,7
Rony Seikaly;27;MIA;0,557;0,622;19,8;6,7;0,8
Derrick McKey;26;SEA;0,568;0,381;7,8;11,2;2,2
Eric Murdock;24;MIL;0,534;0,316;6,7;38,2;3,6
Kendall Gill;24;CHH;0,503;0,281;7,5;15,8;1,9
Kenny Smith;27;HOU;0,633;0,298;3,7;27,5;1,7
Dennis Rodman;31;DET;0,467;0,38;26;5,6;1
Pooh Richardson;26;IND;0,508;0,176;6,1;33,6;2
Mark Price;28;CLE;0,609;0,309;4,8;38,1;1,9
James Worthy;31;LAL;0,494;0,185;6;19,1;1,9
Otis Thorpe;30;HOU;0,575;0,371;14,2;11,5;0,9
Spud Webb;29;SAC;0,536;0,416;4,6;29,3;2,1
Robert Horry;22;HOU;0,52;0,293;9,5;11,9;1,7
Chris Morris;27;NJN;0,534;0,273;10,8;7,2;3,1
Anthony Avent;23;MIL;0,459;0,214;12,9;5,9;1,2
Wayman Tisdale;28;SAC;0,54;0,216;12,2;7,7;1,1
Dale Davis;23;IND;0,573;0,421;17,5;4,2;1,4
Dee Brown;24;BOS;0,541;0,345;6,2;28,1;3,1
Vernon Maxwell;27;HOU;0,512;0,266;5,6;19,6;1,9
Bimbo Coles;24;MIA;0,546;0,321;4,3;26,1;1,8
Charles Oakley;29;NYK;0,556;0,408;17,7;8;1,9
Ricky Pierce;33;SEA;0,572;0,329;5,1;15,5;2,3
Xavier McDaniel;29;BOS;0,539;0,261;12,5;11;1,6
Terry Mills;25;DET;0,506;0,237;12;8,5;1
Charles Smith;27;NYK;0,542;0,48;11,1;10,2;1,1
Danny Ainge;33;PHO;0,596;0,199;5,5;16,5;1,5
Michael Cage;31;SEA;0,527;0,313;17,9;4,1;1,8
Robert Parish;39;BOS;0,565;0,302;19,5;4,2;1,3
Stacey Augmon;24;ATL;0,551;0,388;7,6;12,1;2,1
Derek Harper;31;DAL;0,522;0,337;3,2;25,7;1,8
Tim Perry;27;PHI;0,519;0,338;10,5;8,9;0,9
Dell Curry;28;CHH;0,524;0,142;7,3;13,2;2
Sam Bowie;31;NJN;0,5;0,284;14,5;8,8;0,8
Sean Rooks;23;DAL;0,528;0,521;13,9;7,3;0,9
Gerald Wilkins;29;CLE;0,508;0,227;5,9;12,8;1,9
Frank Brickowski;33;MIL;0,584;0,321;11,3;15,5;1,9
Rik Smits;26;IND;0,517;0,224;11,4;9,5;0,7
Tyrone Hill;24;GSW;0,541;0,447;20,4;4,4;1
Hot Rod Williams;30;CLE;0,535;0,529;11,6;10,1;1,2
Jay Humphries;30;UTA;0,482;0,197;4;22,2;2,5
Avery Johnson;27;SAS;0,556;0,357;4,1;39,1;2,1
Kenny Anderson;22;NJN;0,487;0,273;6,1;34,7;2,4
Nate McMillan;28;SEA;0,527;0,292;9;25,2;4,4
Jon Koncak;29;ATL;0,476;0,187;12;8,9;1,9
Antoine Carr;31;SAS;0,58;0,318;11,4;7,8;0,9
Bill Laimbeer;35;DET;0,554;0,181;12;9,7;1,2
Sherman Douglas;26;BOS;0,518;0,283;4,7;35,7;1,3
Todd Day;23;MIL;0,513;0,359;8,7;9,4;1,9
Chris Mullin;29;GSW;0,578;0,243;6,8;14;1,7
Doc Rivers;31;NYK;0,534;0,328;5,7;31,1;3,3
Eddie Johnson;33;SEA;0,533;0,259;8,5;11,5;1
Andrew Lang;26;PHI;0,481;0,325;12,7;5,8;1,2
Tom Tolbert;27;ORL;0,552;0,37;12,7;7,1;0,9
Larry Stewart;24;WSB;0,589;0,449;11,8;12;1,3
Stanley Roberts;22;LAC;0,531;0,346;14,6;4,7;0,9
Carl Herrera;26;HOU;0,58;0,396;14,3;4,9;1,3
Mike Iuzzolino;25;DAL;0,561;0,312;4,3;27,4;1,3
Brad Lohaus;28;MIL;0,55;0,164;9;10,8;1,3
Anthony Bonner;24;SAC;0,498;0,485;14,3;7,6;2,3
Kevin Duckworth;28;POR;0,477;0,253;12;5,9;1,2
Anthony Bowie;29;ORL;0,51;0,148;6,2;14,9;1,5
Dennis Scott;24;ORL;0,527;0,153;6;12,2;1,6
Mario Elie;29;POR;0,573;0,408;6,7;14,2;2
Victor Alexander;23;GSW;0,548;0,243;13,4;7,8;0,9
Armen Gilliam;28;PHI;0,541;0,42;14,7;11;1
Duane Ferrell;27;ATL;0,527;0,325;6,1;11,4;1,7
Mitch Richmond;27;SAC;0,558;0,298;5;20,2;1,5
Randy Brown;24;SAC;0,511;0,323;6,8;15,8;3
Tom Chambers;33;PHO;0,529;0,402;11,2;8,4;1,2
Jerome Kersey;30;POR;0,475;0,285;12,9;10,3;2,3
David Benoit;24;UTA;0,504;0,257;13;3,6;1,3
Pervis Ellison;25;WSB;0,559;0,369;14,3;10,9;1,3
Greg Anthony;25;NYK;0,469;0,379;5,6;33,3;3,4
Byron Scott;31;LAL;0,535;0,279;4,6;14,2;1,6
Walt Williams;22;SAC;0,524;0,367;8,8;16,7;1,9
Clyde Drexler;30;POR;0,517;0,358;10,1;26,2;2,8
Kevin McHale;35;BOS;0,519;0,3;12,2;6,4;0,5
Anthony Peeler;23;LAL;0,553;0,325;6,2;15,3;1,8
Loy Vaught;24;LAC;0,543;0,252;16,5;4,6;1,6
Kevin Johnson;26;PHO;0,576;0,488;3,5;32,7;2,5
John Williams;26;LAC;0,461;0,27;10,7;11,3;2,5
Donald Royal;26;ORL;0,627;0,997;10,2;7;1,1
Gary Grant;27;LAC;0,478;0,155;4,7;28,4;3,2
Terrell Brandon;22;CLE;0,53;0,23;6,3;27,4;2,5
Steve Smith;23;MIA;0,543;0,318;7;27,3;1,6
Cedric Ceballos;23;PHO;0,612;0,39;14,1;7,4;1,6
Brian Shaw;26;MIA;0,465;0,156;9,2;22,3;1,5
Johnny Dawkins;29;PHI;0,502;0,241;4,6;32,8;2,4
J,R, Reid;24;SAS;0,549;0,447;13,9;5,2;1,1
Sam Perkins;31;LAL;0,539;0,421;13,6;11,8;1,3
Marcus Liberty;24;DEN;0,456;0,252;11,2;9,7;1,9
Rumeal Robinson;26;NJN;0,464;0,306;5,5;31;3
Robert Pack;23;DEN;0,545;0,513;5,4;31,9;2,5
Walter Bond;23;DAL;0,462;0,296;6,7;11,8;2,3
Lloyd Daniels;25;SAS;0,51;0,154;7,9;14,4;1,2
Mark West;32;PHO;0,609;0,582;16,4;2,4;0,5
Mike Brown;29;UTA;0,483;0,401;14,4;5,6;1
Elden Campbell;24;LAL;0,497;0,392;12,2;4,5;1,9
Adam Keefe;22;ATL;0,564;0,63;15,5;7;1,8
LaBradford Smith;23;WSB;0,51;0,223;3,9;18,1;1,8
Bob McCann;28;MIN;0,519;0,371;11,1;7;1,7
Vinny Del Negro;26;SAS;0,564;0,272;6,1;27,6;1,5
Doug Smith;23;DAL;0,454;0,111;11,6;11,1;1,5
Scott Brooks;27;HOU;0,584;0,351;3,7;22,6;2,6
Paul Graham;25;ATL;0,526;0,234;7;15,9;2,8
Vern Fleming;30;IND;0,554;0,356;6,2;22,3;2,1
Lee Mayberry;22;MIL;0,524;0,181;4,5;25,4;2
George McCloud;25;IND;0,496;0,194;7,5;18;1,8
Fred Roberts;32;MIL;0,596;0,395;9,2;11,7;1,9
Jeff Turner;30;ORL;0,564;0,16;9,6;10,9;0,6
Orlando Woolridge;33;DET;0,512;0,297;6,6;11,8;0,9
Kenny Gattison;28;CHH;0,554;0,44;12,9;6,1;1,6
Johnny Newman;29;CHH;0,597;0,449;5,2;11,4;1,5
David Wingate;29;CHH;0,574;0,318;6,4;16,2;2,1
Danny Ferry;26;CLE;0,563;0,246;10,9;13,2;1
Rolando Blackman;33;NYK;0,501;0,167;4;17,1;0,8
Randy White;25;DAL;0,498;0,341;14;5,4;2,1
Rod Higgins;33;SAC;0,52;0,313;7,5;11,8;1,7
John Salley;28;MIA;0,571;0,469;12,6;8,7;1,1
Sam Mitchell;29;IND;0,517;0,383;9,7;7,7;0,8
Chris Dudley;27;NJN;0,39;0,414;20;1,5;0,6
Mark Bryant;27;POR;0,547;0,4;12,7;4,1;1,3
Harold Miner;21;MIA;0,529;0,348;6,1;9,3;1,2
Scott Williams;24;CHI;0,513;0,354;19;6,6;2,1
Larry Krystkowiak;28;UTA;0,524;0,346;11,7;7,1;1,5
Matt Bullard;25;HOU;0,546;0,15;9,3;12,1;1,1
Richard Dumas;23;PHO;0,564;0,373;9,4;6,9;3,1
Rex Chapman;25;WSB;0,556;0,271;3,8;14,6;1,4
Olden Polynice;28;DET;0,494;0,331;17,8;3,4;1,2
Felton Spencer;25;MIN;0,52;0,562;15;1,9;0,9
Brian Howard;25;DAL;0,482;0,227;8,8;7,8;2
Jud Buechler;24;GSW;0,495;0,216;8,5;9,9;1,8
Buck Johnson;29;WSB;0,521;0,313;8,5;10,1;1,4
Thurl Bailey;31;MIN;0,516;0,318;10,1;7,9;0,8
Byron Houston;23;GSW;0,513;0,597;13,8;7,1;1,7
Donald Hodge;23;DAL;0,441;0,26;12,5;8,8;1,3
Chris Smith;22;MIN;0,508;0,415;4,6;23,2;1,9
Ron Anderson;34;PHI;0,481;0,164;7,9;11,7;1,2
Bill Cartwright;35;CHI;0,458;0,286;10,7;8,7;0,8
Chris Gatling;25;GSW;0,586;0,448;14,3;4,8;1,7
Dana Barros;25;SEA;0,541;0,124;5;17,2;2,5
Duane Causwell;24;SAC;0,575;0,514;13,9;4,1;1,3
Charles Jones;35;WSB;0,552;0,603;12,9;4,3;1,5
Billy Owens;23;GSW;0,534;0,371;12,3;18;1,4
Mike Sanders;32;CLE;0,528;0,197;8,2;9;1,7
Chucky Brown;24;NJN;0,523;0,296;10,7;6,2;0,8
Rafael Addison;28;NJN;0,484;0,17;6,2;6,8;1
Alaa Abdelnaby;24;BOS;0,557;0,24;14,8;2,2;0,8
Mark Macon;23;DEN;0,439;0,157;4,8;15,6;2,9
Kevin Edwards;27;MIA;0,53;0,305;6,1;17,9;3
Joe Kleine;31;BOS;0,439;0,217;17,4;4,4;0,8
Danny Schayes;33;MIL;0,498;0,521;12,8;9,4;1,6
Frank Johnson;34;PHO;0,481;0,244;5,6;21,7;2,6
Mark Eaton;36;UTA;0,582;0,385;13,6;2;0,8
Rick Fox;23;BOS;0,534;0,266;8,3;14,9;2,9
Rick Mahorn;34;NJN;0,554;0,514;14,1;4,2;0,9
Oliver Miller;22;PHO;0,523;0,392;14,3;14,3;1,7
Alvin Robertson;30;MIL;0,528;0,241;7,4;21;4,2
Tony Campbell;30;NYK;0,517;0,22;8,1;9,4;1,6
Stacey King;26;CHI;0,518;0,359;11,3;9,2;1,3
Mark Aguirre;33;DET;0,525;0,306;8;15,3;0,8
Vincent Askew;26;SEA;0,547;0,459;8,3;15;1,8
Luc Longley;24;MIN;0,491;0,253;13,8;7,6;2,3
John Paxson;32;CHI;0,509;0,086;2,7;17,1;1,9
Jeff Grayer;27;GSW;0,512;0,385;8,6;9,6;1,5
Rodney McCray;31;CHI;0,489;0,255;8,9;10,1;0,6
Winston Garland;28;HOU;0,512;0,259;6,1;20,3;2
Will Perdue;27;CHI;0,578;0,451;16,6;10;1,1
Greg Grant;26;PHI;0,415;0,141;3,6;28,3;2,1
Doug Overton;23;WSB;0,51;0,251;6;23,3;1,5
Alvin Robertson;30;DET;0,508;0,233;7,8;16;3,6
Jim Jackson;22;DAL;0,451;0,197;7;23,1;2,1
Keith Askins;25;MIA;0,492;0,188;12,1;4,8;1,7
Trent Tucker;33;CHI;0,584;0,075;4,5;12,5;1,4
Negele Knight;25;PHO;0,444;0,271;4;21,9;1,2
Dexter Cambridge;23;DAL;0,52;0,317;10,2;10,4;1,3
Jim Les;29;SAC;0,584;0,193;5,6;26,5;2,2
Sleepy Floyd;32;HOU;0,493;0,334;5,6;22,2;1,9
Bryant Stith;22;DEN;0,525;0,428;7,6;8,1;1,3
Brent Price;24;WSB;0,424;0,244;6,7;25;3,2
Tony Bennett;23;CHH;0,496;0,158;3,9;20,9;1,7
Manute Bol;30;PHI;0,465;0,15;12,2;2,8;0,8
Kenny Williams;23;IND;0,558;0,241;14,8;6,7;1,2
Sarunas Marciulionis;28;GSW;0,618;0,649;6,5;19;2,9
Danny Young;30;DET;0,519;0,192;3,1;19,2;1,9
Pete Chilcutt;24;SAC;0,502;0,135;12,9;11,8;1,3
Larry Smith;35;SAS;0,44;0,253;18,4;4,3;1,4
Hubert Davis;22;NYK;0,49;0,215;3,8;15,2;1,4
Travis Mays;24;ATL;0,494;0,265;3,7;13,2;1,3
Kurt Rambis;34;SAC;0,561;0,516;15,7;8,7;2,4
Gerald Glass;25;DET;0,453;0,106;9,9;13,4;2
Sam Perkins;31;SEA;0,588;0,305;11,1;5,3;1,3
Todd Lichti;26;DEN;0,516;0,37;7,2;10,2;1,8
Tony Smith;24;LAL;0,53;0,298;6,6;12,7;3,3
Gary Plummer;30;DEN;0,521;0,417;12,4;7,7;0,9
LaSalle Thompson;31;IND;0,515;0,183;13,4;6,6;2
Steve Henson;24;ATL;0,534;0,22;4,3;28,5;2,1
Don MacLean;23;WSB;0,497;0,307;10,2;9,6;0,8
Malik Sealy;22;IND;0,469;0,232;9,1;10,7;2,7
Scott Hastings;32;DEN;0,573;0,491;10,8;6,7;0,9
Duane Cooper;23;LAL;0,45;0,222;4,4;31,5;1,4
Lance Blanks;26;MIN;0,491;0,213;6,4;16,9;1,3
Morlon Wiley;26;DAL;0,528;0,104;4,7;22,5;2,9
Greg Kite;31;ORL;0,471;0,286;17;2,1;1
Tim Legler;26;DAL;0,533;0,298;5;11,5;1,8
Litterial Green;22;ORL;0,489;0,485;3,1;27,2;1,8
James Edwards;37;LAL;0,509;0,437;9,2;10,4;0,8
David Wood;28;SAS;0,549;0,47;9,3;7,6;1,1
Sean Higgins;24;GSW;0,509;0,219;6,4;15,7;1,1
Kevin Brooks;23;DEN;0,453;0,172;7,5;8,7;0,8
Tom Hammonds;25;DEN;0,513;0,307;8,9;4;1,5
Herb Williams;34;NYK;0,429;0,12;14,2;4,9;1,9
Charles Shackleford;26;PHI;0,515;0,299;19,6;6,9;1,1
Willie Anderson;26;SAS;0,461;0,151;5,8;20,4;1,3
Matt Geiger;23;MIA;0,577;0,634;12,4;3,9;1,4
Jon Barry;23;MIL;0,453;0,238;4,5;17,8;3,2
Brad Sellers;30;MIN;0,459;0,3;9,4;12,8;0,6
Marlon Maxey;23;MIN;0,578;0,414;19;3,9;1,1
Maurice Cheeks;36;NJN;0,601;0,29;4,5;28,9;3,2
Tracy Moore;27;DAL;0,511;0,245;5,5;15,4;2
John Battle;30;CLE;0,481;0,36;3,3;15,6;0,9
Tracy Murray;21;POR;0,49;0,154;9,2;3,5;0,8
Kiki Vandeweghe;34;LAC;0,547;0,325;5,4;7,1;1,3
Marty Conlon;25;SAC;0,53;0,474;14,6;11,7;1,3
Willie Burton;24;MIA;0,518;0,901;8,9;5,4;1,5
Benoit Benjamin;28;SEA;0,543;0,411;14,7;3,8;1,9
Steve Kerr;27;ORL;0,501;0,196;4,9;18,9;0,9
Bernard King;36;NJN;0,552;0,322;9,7;6,8;1,3
Lester Conner;33;LAC;0,526;0,306;6,4;18,6;3,9
Alec Kessler;26;MIA;0,543;0,385;12,6;5,2;0,5
Andre Spencer;28;GSW;0,509;0,338;11;8,5;1,8
Tate George;24;NJN;0,419;0,178;3,9;22,4;1,3
Darrell Walker;31;CHI;0,42;0,26;6,1;15,1;3,3
Dave Johnson;22;POR;0,449;0,396;7,4;5,3;1,1
Morlon Wiley;26;ATL;0,426;0,099;5,5;29,3;3,6
Jaren Jackson;25;LAC;0,468;0,211;6,2;13,5;2,6
Kennard Winchester;26;HOU;0,481;0,158;8,2;5,9;1,5
Derek Strong;24;MIL;0,603;0,924;19,6;5,9;1,6
Jerrod Mustaf;23;PHO;0,479;0,408;13,8;4,2;2
Doug Christie;22;LAL;0,526;0,623;8,8;22,8;3,3
Kevin Lynch;24;CHH;0,568;0,644;5,8;9,7;1,6
Melvin Newbern;25;DET;0,427;0,531;6,6;26,5;3,8
Gerald Paddio;27;SEA;0,47;0,132;9,5;16,6;2,3
Isaac Austin;23;UTA;0,491;0,393;14,7;2,9;1,3
Benoit Benjamin;28;LAL;0,507;0,343;17,9;4,9;2,3
J,R, Reid;24;CHH;0,514;0,592;12,7;10,9;1,8
Blair Rasmussen;30;ATL;0,414;0,163;10,8;2,4;0,9
Elmore Spencer;23;LAC;0,541;0,39;12,3;3,9;1,4
Paul Pressey;34;GSW;0,507;0,409;6,5;14,6;2
Sam Mack;22;SAS;0,495;0,492;10,3;8,5;2,6
Terry Catledge;29;ORL;0,563;0,466;9,9;2,8;0,8
Stephen Howard;22;UTA;0,447;0,57;13,1;5,4;2,9
Mike Gminski;33;CHH;0,532;0,12;18,2;3,9;0,2
Tree Rollins;37;HOU;0,335;0,293;13,8;5,2;1,2
Mark Acres;30;WSB;0,628;0,35;14;2,8;0,6
John Crotty;23;UTA;0,575;0,528;4;32,7;2,3
Corey Williams;22;CHI;0,428;0,259;7,4;12,7;0,9
Bison Dele;23;ORL;0,553;0,256;13,2;3,2;2,9
Mark Randall;25;DET;0,536;0,329;12,7;6,3;0,9
Greg Dreiling;30;IND;0,356;0,259;15,1;4,3;1
Ed Nealy;32;GSW;0,456;0,217;11,7;7,1;1,9
Jay Guidinger;23;CLE;0,386;0,455;17,1;10,2;2,1
Greg Foster;24;ATL;0,491;0,189;15,2;7,6;0,7
Sidney Green;32;SAS;0,477;0,306;20,1;12,8;1,2
Eddie Lee Wilkins;30;PHI;0,602;0,804;11,3;2;1,8
Steve Bardo;24;DAL;0,367;0,274;11,4;23,9;2,2
Randy Woods;22;LAC;0,439;0,394;4,5;30,1;3,9
Alton Lister;34;GSW;0,472;0,31;14,1;3,8;0
Tim Kempton;29;PHO;0,454;0,646;13;14,7;1,2
Steve Scheffler;25;SEA;0,564;0,5;12,7;4,1;1,8
